file_name,question,target_answer,iteration,current_table,key_value,current_chain
csv/201-csv/19.csv,which is the least successful film?,The Train,0,"col : Rank | Title | Studio | Director | Actors | Gross
row 1 : 1.0 | The Sound of Music* | 20th Century Fox | Robert Wise | Julie Andrews, Christopher Plummer, Charmian Carr, Nicholas Hammond, Heather Menzies, Duane Chase, Angela Cartwright, Debbie Turner, Kym Karath, Richard Haydn, Peggy Wood, Eleanor Parker, Anna Lee, Portia Nelson, Marni Nixon, Daniel Truhitte, Ben Wright | $163,214,286
row 2 : 2.0 | Doctor Zhivago* | Metro-Goldwyn-Mayer | David Lean | Omar Sharif, Julie Christie, Rod Steiger, Geraldine Chaplin, Alec Guinness, Ralph Richardson, Tom Courtenay, Siobhan McKenna, Rita Tushingham | $111,721,910
row 3 : 3.0 | Thunderball | United Artists | Terence Young | Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi, Rik Van Nutter, Desmond Llewelyn, Bernard Lee | $63,595,658
row 4 : 4.0 | Those Magnificent Men in their Flying Machines | 20th Century Fox | Ken Annakin | Stuart Whitman, Sarah Miles, James Fox, Terry-Thomas, Robert Morley, Alberto Sordi, Gert Fröbe, Jean-Pierre Cassel, Irina Demick, Red Skelton, Yujiro Ishihara, Karl Michael Vogler, Dame Flora Robson, Sam Wanamaker, Gordon Jackson | $31,111,111
row 5 : 5.0 | That Darn Cat! | Walt Disney Productions | Robert Stevenson | Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowell, Neville Brand, Frank Gorshin, Grayson Hall, Elsa Lanchester, William Demarest, Ed Wynn | $28,068,222
row 6 : 6.0 | The Great Race | Warner Bros. Pictures | Blake Edwards | Tony Curtis, Jack Lemmon, Natalie Wood, Peter Falk, Keenan Wynn, Larry Storch, Dorothy Provine, Arthur O'Connell, Vivian Vance, Ross Martin, George Macready | $25,333,333
row 7 : 7.0 | Cat Ballou | Columbia Pictures | Elliot Silverstein | Jane Fonda, Lee Marvin, Michael Callan, Dwayne Hickman, Nat King Cole, Stubby Kaye | $20,666,667
row 8 : 8.0 | What's New Pussycat? | United Artists | Clive Donner | Peter Sellers, Peter O'Toole, Ursula Andress, Romy Schneider, Capucine, Woody Allen, Paula Prentiss | $18,820,000
row 9 : 9.0 | Shenandoah | Universal Pictures | Andrew V. McLaglen | James Stewart, Doug McClure, Glenn Corbett, Patrick Wayne, Katharine Ross, Rosemary Forsyth | $17,268,889
row 10 : 10.0 | Von Ryan's Express | 20th Century Fox | Mark Robson | Frank Sinatra, Trevor Howard, Raffaella Carrà, Brad Dexter, Sergio Fantoni, John Leyton, Edward Mulhare, Wolfgang Preiss, James Brolin, John van Dreelen, Adolfo Celi | $17,111,111
row 11 : 11.0 | The Greatest Story Ever Told | United Artists | George Stevens | Max von Sydow, Jose Ferrer, Van Heflin, Charlton Heston, David McCallum, Roddy McDowell, Dorothy McGuire, Sal Mineo, Donald Pleasence, Sidney Poitier, Claude Rains, Telly Savalas, John Wayne, Shelley Winters, Ed Wynn, Carroll Baker, Martin Landau, Angela Lansbury | $15,473,333
row 12 : 12.0 | For a Few Dollars More | United Artists | Sergio Leone | Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Mario Brega, Luigi Pistilli, Aldo Sambrell, Klaus Kinski | $15,000,000
row 13 : 13.0 | The Sandpiper | Metro-Goldwyn-Mayer | Vincente Minnelli | Elizabeth Taylor, Richard Burton, Eva Marie Saint, Charles Bronson, Robert Webber | $13,691,111
row 14 : 14.0 | A Patch of Blue | Metro-Goldwyn-Mayer | Guy Green | Sidney Poitier, Shelley Winters, Elizabeth Hartman, Wallace Ford, Ivan Dixon | $13,500,000
row 15 : 15.0 | The Sons of Katie Elder | Paramount Pictures | Henry Hathaway | John Wayne, Dean Martin, Martha Hyer, Michael Anderson, Jr., Earl Holliman, Jeremy Slate, George Kennedy, Dennis Hopper | $13,333,333
row 16 : 16.0 | Help! | United Artists | Richard Lester | John Lennon, Paul McCartney, George Harrison, Ringo Starr, Leo McKern, Eleanor Bron, John Bluthal | $12,066,667
row 17 : 17.0 | How to Murder Your Wife | United Artists | Richard Quine | Jack Lemmon, Virna Lisi, Terry-Thomas, Claire Trevor | $12,000,000
row 18 : 18.0 | Darling | Embassy Pictures | John Schlesinger | Julie Christie, Laurence Harvey, Dirk Bogarde, José Luis de Vilallonga, Roland Curram, Basil Henson | $12,000,000
row 19 : 19.0 | The Agony and the Ecstasy | 20th Century Fox | Carol Reed | Charlton Heston, Rex Harrison, Diane Cilento, Harry Andrews, Alberto Lupo, Adolfo Celi, Venantino Venantini | $8,000,000
row 20 : 20.0 | Do Not Disturb | 20th Century Fox | Ralph Levy, George Marshall | Doris Day, Rod Taylor, Hermione Baddeley, Sergio Fantoni, Reginald Gardiner | $8,000,000
row 21 : 21.0 | The Spy Who Came in from the Cold | Paramount | Martin Ritt | Richard Burton, Claire Bloom, Oskar Werner, Sam Wanamaker | $7,600,000
row 22 : 22.0 | Ship of Fools | Columbia | Stanley Kramer | Vivien Leigh, Simone Signoret, Oskar Werner, Lee Marvin, Elizabeth Ashley, George Segal, José Greco, Michael Dunn | $7,000,000
row 23 : 23.0 | The Collector | Columbia | William Wyler | Terence Stamp, Samantha Eggar, Mona Washbourne | $7,000,000
row 24 : 24.0 | The Train | United Artists | John Frankenheimer | Burt Lancaster, Paul Scofield, Jeanne Moreau, Michel Simon | $6,800,000
","['f_sort_by', ['Gross']]",f_sort_by(['Gross']) -> 
csv/201-csv/19.csv,which is the least successful film?,The Train,1,"col : Rank | Title | Studio | Director | Actors | Gross
row 1 : 19.0 | The Agony and the Ecstasy | 20th Century Fox | Carol Reed | Charlton Heston, Rex Harrison, Diane Cilento, Harry Andrews, Alberto Lupo, Adolfo Celi, Venantino Venantini | $8,000,000
row 2 : 20.0 | Do Not Disturb | 20th Century Fox | Ralph Levy, George Marshall | Doris Day, Rod Taylor, Hermione Baddeley, Sergio Fantoni, Reginald Gardiner | $8,000,000
row 3 : 21.0 | The Spy Who Came in from the Cold | Paramount | Martin Ritt | Richard Burton, Claire Bloom, Oskar Werner, Sam Wanamaker | $7,600,000
row 4 : 23.0 | The Collector | Columbia | William Wyler | Terence Stamp, Samantha Eggar, Mona Washbourne | $7,000,000
row 5 : 22.0 | Ship of Fools | Columbia | Stanley Kramer | Vivien Leigh, Simone Signoret, Oskar Werner, Lee Marvin, Elizabeth Ashley, George Segal, José Greco, Michael Dunn | $7,000,000
row 6 : 3.0 | Thunderball | United Artists | Terence Young | Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi, Rik Van Nutter, Desmond Llewelyn, Bernard Lee | $63,595,658
row 7 : 24.0 | The Train | United Artists | John Frankenheimer | Burt Lancaster, Paul Scofield, Jeanne Moreau, Michel Simon | $6,800,000
row 8 : 4.0 | Those Magnificent Men in their Flying Machines | 20th Century Fox | Ken Annakin | Stuart Whitman, Sarah Miles, James Fox, Terry-Thomas, Robert Morley, Alberto Sordi, Gert Fröbe, Jean-Pierre Cassel, Irina Demick, Red Skelton, Yujiro Ishihara, Karl Michael Vogler, Dame Flora Robson, Sam Wanamaker, Gordon Jackson | $31,111,111
row 9 : 5.0 | That Darn Cat! | Walt Disney Productions | Robert Stevenson | Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowell, Neville Brand, Frank Gorshin, Grayson Hall, Elsa Lanchester, William Demarest, Ed Wynn | $28,068,222
row 10 : 6.0 | The Great Race | Warner Bros. Pictures | Blake Edwards | Tony Curtis, Jack Lemmon, Natalie Wood, Peter Falk, Keenan Wynn, Larry Storch, Dorothy Provine, Arthur O'Connell, Vivian Vance, Ross Martin, George Macready | $25,333,333
row 11 : 7.0 | Cat Ballou | Columbia Pictures | Elliot Silverstein | Jane Fonda, Lee Marvin, Michael Callan, Dwayne Hickman, Nat King Cole, Stubby Kaye | $20,666,667
row 12 : 8.0 | What's New Pussycat? | United Artists | Clive Donner | Peter Sellers, Peter O'Toole, Ursula Andress, Romy Schneider, Capucine, Woody Allen, Paula Prentiss | $18,820,000
row 13 : 9.0 | Shenandoah | Universal Pictures | Andrew V. McLaglen | James Stewart, Doug McClure, Glenn Corbett, Patrick Wayne, Katharine Ross, Rosemary Forsyth | $17,268,889
row 14 : 10.0 | Von Ryan's Express | 20th Century Fox | Mark Robson | Frank Sinatra, Trevor Howard, Raffaella Carrà, Brad Dexter, Sergio Fantoni, John Leyton, Edward Mulhare, Wolfgang Preiss, James Brolin, John van Dreelen, Adolfo Celi | $17,111,111
row 15 : 1.0 | The Sound of Music* | 20th Century Fox | Robert Wise | Julie Andrews, Christopher Plummer, Charmian Carr, Nicholas Hammond, Heather Menzies, Duane Chase, Angela Cartwright, Debbie Turner, Kym Karath, Richard Haydn, Peggy Wood, Eleanor Parker, Anna Lee, Portia Nelson, Marni Nixon, Daniel Truhitte, Ben Wright | $163,214,286
row 16 : 11.0 | The Greatest Story Ever Told | United Artists | George Stevens | Max von Sydow, Jose Ferrer, Van Heflin, Charlton Heston, David McCallum, Roddy McDowell, Dorothy McGuire, Sal Mineo, Donald Pleasence, Sidney Poitier, Claude Rains, Telly Savalas, John Wayne, Shelley Winters, Ed Wynn, Carroll Baker, Martin Landau, Angela Lansbury | $15,473,333
row 17 : 12.0 | For a Few Dollars More | United Artists | Sergio Leone | Clint Eastwood, Lee Van Cleef, Gian Maria Volonté, Mario Brega, Luigi Pistilli, Aldo Sambrell, Klaus Kinski | $15,000,000
row 18 : 13.0 | The Sandpiper | Metro-Goldwyn-Mayer | Vincente Minnelli | Elizabeth Taylor, Richard Burton, Eva Marie Saint, Charles Bronson, Robert Webber | $13,691,111
row 19 : 14.0 | A Patch of Blue | Metro-Goldwyn-Mayer | Guy Green | Sidney Poitier, Shelley Winters, Elizabeth Hartman, Wallace Ford, Ivan Dixon | $13,500,000
row 20 : 15.0 | The Sons of Katie Elder | Paramount Pictures | Henry Hathaway | John Wayne, Dean Martin, Martha Hyer, Michael Anderson, Jr., Earl Holliman, Jeremy Slate, George Kennedy, Dennis Hopper | $13,333,333
row 21 : 16.0 | Help! | United Artists | Richard Lester | John Lennon, Paul McCartney, George Harrison, Ringo Starr, Leo McKern, Eleanor Bron, John Bluthal | $12,066,667
row 22 : 17.0 | How to Murder Your Wife | United Artists | Richard Quine | Jack Lemmon, Virna Lisi, Terry-Thomas, Claire Trevor | $12,000,000
row 23 : 18.0 | Darling | Embassy Pictures | John Schlesinger | Julie Christie, Laurence Harvey, Dirk Bogarde, José Luis de Vilallonga, Roland Curram, Basil Henson | $12,000,000
row 24 : 2.0 | Doctor Zhivago* | Metro-Goldwyn-Mayer | David Lean | Omar Sharif, Julie Christie, Rod Steiger, Geraldine Chaplin, Alec Guinness, Ralph Richardson, Tom Courtenay, Siobhan McKenna, Rita Tushingham | $111,721,910
","['f_select_row', ['row 7']]",f_sort_by(['Gross']) -> f_select_row(['row 7']) -> 
csv/204-csv/396.csv,which african country has the least champion golfers according to this table?,Zimbabwe,0,"col : Country | Masters | U.S. Open | The Open | PGA | Total
row 1 : United States | 57 | 80 | 42 | 79 | 258
row 2 : Scotland | 1 | 12 | 41 | 0 | 54
row 3 : England | 3 | 8 | 22 | 2 | 35
row 4 : South Africa | 5 | 5 | 10 | 2 | 22
row 5 : Australia | 1 | 2 | 9 | 4 | 16
row 6 : Jersey | 0 | 2 | 7 | 0 | 9
row 7 : Spain | 4 | 0 | 3 | 0 | 7
row 8 : Northern Ireland | 0 | 2 | 2 | 1 | 5
row 9 : Argentina | 1 | 1 | 1 | 0 | 3
row 10 : Fiji | 1 | 0 | 0 | 2 | 3
row 11 : Germany | 2 | 0 | 0 | 1 | 3
row 12 : Ireland | 0 | 0 | 2 | 1 | 3
row 13 : Zimbabwe | 0 | 0 | 1 | 2 | 3
row 14 : New Zealand | 0 | 1 | 1 | 0 | 2
row 15 : Canada | 1 | 0 | 0 | 0 | 1
row 16 : France | 0 | 0 | 1 | 0 | 1
row 17 : South Korea | 0 | 0 | 0 | 1 | 1
row 18 : Wales | 1 | 0 | 0 | 0 | 1
","['f_select_row', ['row 13']]",f_select_row(['row 13']) -> 
csv/204-csv/185.csv,which project location has the lowest outupt?,North County Complex,0,"col : Location | Town | Output (MW AC) | Modules | Number of arrays
row 1 : H. Lee Dennison Building | Hauppauge | 1.75 | 7,737 | 24
row 2 : North County Complex | Hauppauge | 0.5 | 3,431 | 9
row 3 : Cohalan Court Complex | Central Islip | 3.5 | 15,113 | 27
row 4 : Riverhead County Center | Riverside | 3.0 | 11,536 | 31
row 5 : Brentwood LIRR Parking Lot | Brentwood | 1.0 | 3,924 | 11
row 6 : Deer Park LIRR Parking Lot | Deer Park | 2.25 | 3,924 | 39
row 7 : Ronkonkoma LIRR Parking Lot (south) | Ronkonkoma | 5.0 | 20,110 | 44
","['f_select_column', ['Location', 'Output (MW AC)']]","f_select_column(['Location', 'Output (MW AC)']) -> "
csv/204-csv/185.csv,which project location has the lowest outupt?,North County Complex,1,"col : Location | Output (MW AC)
row 1 : H. Lee Dennison Building | 1.75
row 2 : North County Complex | 0.5
row 3 : Cohalan Court Complex | 3.5
row 4 : Riverhead County Center | 3.0
row 5 : Brentwood LIRR Parking Lot | 1.0
row 6 : Deer Park LIRR Parking Lot | 2.25
row 7 : Ronkonkoma LIRR Parking Lot (south) | 5.0
","['f_sort_by', ['Output (MW AC)']]","f_select_column(['Location', 'Output (MW AC)']) -> f_sort_by(['Output (MW AC)']) -> "
csv/204-csv/660.csv,how many counties had at least 75% of the votes for obama?,3,,,,
csv/203-csv/74.csv,which urban area has the least people per square kilometer?,Livingston,0,"col : Rank | Urban Area | Population\n(2001 Census) | Area (km²) | Density (People/km²) | Major subdivisions | Metropolitan Area
row 1 : 1 | Greater Glasgow | 1,168,270 | 368.47 | 3,171.0 | Glasgow, Paisley, Coatbridge, Clydebank, Motherwell, Wishaw | Glasgow
row 2 : 2 | Edinburgh | 452,194 | 120.11 | 3,765.0 | Edinburgh, Musselburgh | Edinburgh
row 3 : 3 | Aberdeen | 197,328 | 60.94 | 3,238 | Aberdeen, Cove Bay, Dyce | Aberdeen
row 4 : 4 | Dundee | 154,674 | 67.0 | 3,298 | Dundee | Dundee
row 5 : 5 | Falkirk | 91,402 | 36.1 | 2,532 | Falkirk, Grangemouth, Carron, Polmont, Stenhousemuir | Falkirk
row 6 : 6 | East Kilbride | 73,796 | 24.12 | 3,060 | East Kilbride | Glasgow
row 7 : 7 | Greenock | 73,595 | 20.69 | 3,557 | Greenock, Gourock, Port Glasgow | Glasgow
row 8 : 8 | Blantyre/Hamilton | 65,874 | 22.63 | 2,911 | Blantyre, Hamilton | Glasgow
row 9 : 9 | Ayr/Prestwick | 61,365 | 23.57 | 2,604 | Ayr, Prestwick | Ayr
row 10 : 10 | Livingston | 59,511 | 26.07 | 2,283 | Livingston, East Calder, Mid Calder | Edinburgh
","['f_select_column', ['Urban Area', 'Density (People/km²)']]","f_select_column(['Urban Area', 'Density (People/km²)']) -> "
csv/203-csv/74.csv,which urban area has the least people per square kilometer?,Livingston,1,"col : Urban Area | Density (People/km²)
row 1 : Greater Glasgow | 3,171.0
row 2 : Edinburgh | 3,765.0
row 3 : Aberdeen | 3,238
row 4 : Dundee | 3,298
row 5 : Falkirk | 2,532
row 6 : East Kilbride | 3,060
row 7 : Greenock | 3,557
row 8 : Blantyre/Hamilton | 2,911
row 9 : Ayr/Prestwick | 2,604
row 10 : Livingston | 2,283
","['f_sort_by', ['Density (People/km²)']]","f_select_column(['Urban Area', 'Density (People/km²)']) -> f_sort_by(['Density (People/km²)']) -> "
csv/203-csv/134.csv,how many golfers shot at least 2 under par at the 2010 us open?,2,,,,
csv/203-csv/362.csv,how many schools have at least 5 outright titles?,7,,,,
csv/203-csv/362.csv,how many schools have had at least 3 share titles?,3,0,"col : School | Location | Outright Titles | Shared Titles | Runners-Up | Total Finals | Last Title | Last Final
row 1 : Methodist College Belfast | Belfast | 35 | 2 | 25 | 62 | 2014.0 | 2014
row 2 : Royal Belfast Academical Institution | Belfast | 29 | 4 | 21 | 54 | 2007.0 | 2013
row 3 : Campbell College | Belfast | 23 | 4 | 12 | 39 | 2011.0 | 2011
row 4 : Coleraine Academical Institution | Coleraine | 9 | 0 | 24 | 33 | 1992.0 | 1998
row 5 : The Royal School, Armagh | Armagh | 9 | 0 | 3 | 12 | 2004.0 | 2004
row 6 : Portora Royal School | Enniskillen | 6 | 1 | 5 | 12 | 1942.0 | 1942
row 7 : Bangor Grammar School | Bangor | 5 | 0 | 4 | 9 | 1988.0 | 1995
row 8 : Ballymena Academy | Ballymena | 3 | 0 | 6 | 9 | 2010.0 | 2010
row 9 : Rainey Endowed School | Magherafelt | 2 | 1 | 2 | 5 | 1982.0 | 1982
row 10 : Foyle College | Londonderry | 2 | 0 | 4 | 6 | 1915.0 | 1915
row 11 : Belfast Royal Academy | Belfast | 1 | 3 | 5 | 9 | 1997.0 | 2010
row 12 : Regent House Grammar School | Newtownards | 1 | 1 | 2 | 4 | 1996.0 | 2008
row 13 : Royal School Dungannon | Dungannon | 1 | 0 | 4 | 5 | 1907.0 | 1975
row 14 : Annadale Grammar School (now Wellington College) | Belfast | 1 | 0 | 1 | 2 | 1958.0 | 1978
row 15 : Ballyclare High School | Ballyclare | 1 | 0 | 1 | 2 | 1973.0 | 2012
row 16 : Belfast Boys' Model School | Belfast | 1 | 0 | 0 | 1 | 1971.0 | 1971
row 17 : Grosvenor High School | Belfast | 1 | 0 | 0 | 1 | 1983.0 | 1983
row 18 : Wallace High School | Lisburn | 0 | 0 | 4 | 4 | nan | 2007
row 19 : Derry Academy | Derry | 0 | 0 | 2 | 2 | nan | 1896
row 20 : Dalriada School | Ballymoney | 0 | 0 | 1 | 1 | nan | 1993
row 21 : Galway Grammar School | Galway | 0 | 0 | 1 | 1 | nan | 1887
row 22 : Lurgan College | Lurgan | 0 | 0 | 1 | 1 | nan | 1934
row 23 : Omagh Academy | Omagh | 0 | 0 | 1 | 1 | nan | 1985
row 24 : Sullivan Upper School | Holywood | 0 | 0 | 1 | 1 | nan | 2014
","['f_select_column', ['Shared Titles']]",f_select_column(['Shared Titles']) -> 
csv/203-csv/362.csv,how many schools have had at least 3 share titles?,3,1,"col : Shared Titles
row 1 : 2
row 2 : 4
row 3 : 4
row 4 : 0
row 5 : 0
row 6 : 1
row 7 : 0
row 8 : 0
row 9 : 1
row 10 : 0
row 11 : 3
row 12 : 1
row 13 : 0
row 14 : 0
row 15 : 0
row 16 : 0
row 17 : 0
row 18 : 0
row 19 : 0
row 20 : 0
row 21 : 0
row 22 : 0
row 23 : 0
row 24 : 0
","['f_select_row', ['row 2', 'row 3']]","f_select_column(['Shared Titles']) -> f_select_row(['row 2', 'row 3']) -> "
csv/204-csv/775.csv,how many teams won at least three bronze medals in this event?,4,,,,
csv/203-csv/88.csv,the least amount of females,Romanian,0,"col : Language | Number | percentage (%) | males | females
row 1 : Polish | 1 420 436 | 73.52 | 687 210 | 733 226
row 2 : Yiddish | 317 169 | 16.41 | 154 603 | 162 566
row 3 : Russian | 87 850 | 4.54 | 13 551 | 1 586
row 4 : German | 77 160 | 3.99 | 37 984 | 39 176
row 5 : Ukrainian | 15 930 | 0.82 | 15 623 | 307
row 6 : Romanian | 2 299 | >0.01 | 2 293 | 6
row 7 : Latvian | 1 759 | >0.01 | 1 738 | 21
row 8 : Estonian | 1 566 | >0.01 | 1 555 | 11
row 9 : Tatar | 1 473 | >0.01 | 1 437 | 36
row 10 : Belarusian | 1 343 | >0.01 | 1 234 | 109
row 11 : Other | 4 824 | 0.24 | 3 289 | 1 535
row 12 : Persons\nthat didn't name\ntheir native language | 54 | >0.01 | 33 | 21
row 13 : Total | 1 931 867 | 100 | 977 948 | 953 919
","['f_select_column', ['females']]",f_select_column(['females']) -> 
csv/203-csv/88.csv,the least amount of females,Romanian,1,"col : females
row 1 : 733 226
row 2 : 162 566
row 3 : 1 586
row 4 : 39 176
row 5 : 307
row 6 : 6
row 7 : 21
row 8 : 11
row 9 : 36
row 10 : 109
row 11 : 1 535
row 12 : 21
row 13 : 953 919
","['f_sort_by', ['females']]",f_select_column(['females']) -> f_sort_by(['females']) -> 
csv/204-csv/616.csv,which township has the least land area?,Delaware,,,,
csv/204-csv/164.csv,which of these stations broadcasts with the least power?,Mom's Radio 101.5 Tacloban,0,"col : Branding | Callsign | Frequency | Power (kW) | Location
row 1 : Mom's Radio 97.9 Laoag | DWSN-FM | 97.9 MHz | 5 kW | Laoag
row 2 : Mom's Radio 95.9 Naga | DZRB-FM | 95.9 MHz | 10 kW | Naga
row 3 : Mom's Radio 90.3 Bacolod | DYCP-FM | 90.3 MHz | 5 kW | Bacolod
row 4 : DYAP 88.3 Cebu | DYAP-FM | 88.3 MHz | 5 kW | Cebu
row 5 : Mom's Radio 101.5 Tacloban | DYJP-FM | 101.5 MHz | 2.5 kW | Tacloban
row 6 : Mom's Radio 101.9 Zamboanga | DXJP-FM | 101.9 MHz | 5 kW | Zamboanga
row 7 : DXSS 97.9 Davao | DXSS | 97.9 MHz | 10 kW | Davao
","['f_select_column', ['Branding', 'Power (kW)']]","f_select_column(['Branding', 'Power (kW)']) -> "
csv/204-csv/164.csv,which of these stations broadcasts with the least power?,Mom's Radio 101.5 Tacloban,1,"col : Branding | Power (kW)
row 1 : Mom's Radio 97.9 Laoag | 5 kW
row 2 : Mom's Radio 95.9 Naga | 10 kW
row 3 : Mom's Radio 90.3 Bacolod | 5 kW
row 4 : DYAP 88.3 Cebu | 5 kW
row 5 : Mom's Radio 101.5 Tacloban | 2.5 kW
row 6 : Mom's Radio 101.9 Zamboanga | 5 kW
row 7 : DXSS 97.9 Davao | 10 kW
","['f_sort_by', ['Power (kW)']]","f_select_column(['Branding', 'Power (kW)']) -> f_sort_by(['Power (kW)']) -> "
csv/204-csv/232.csv,which countries won the least amount of medals?,Peru|Paraguay,0,"col : Rank | Nation | Gold | Silver | Bronze | Total
row 1 : 1 | Brazil | 13 | 18 | 12 | 43
row 2 : 2 | Argentina | 7 | 4 | 7 | 18
row 3 : 3 | Chile | 7 | 2 | 3 | 12
row 4 : 4 | Colombia | 5 | 5 | 4 | 14
row 5 : 5 | Venezuela | 4 | 6 | 6 | 16
row 6 : 6 | Uruguay | 1 | 1 | 0 | 2
row 7 : 7 | Peru | 0 | 1 | 0 | 1
row 8 : 8 | Panama | 0 | 0 | 2 | 2
row 9 : 8 | Bolivia | 0 | 0 | 2 | 2
row 10 : 10 | Paraguay | 0 | 0 | 1 | 1
","['f_sort_by', ['Total']]",f_sort_by(['Total']) -> 
csv/204-csv/232.csv,which countries won the least amount of medals?,Peru|Paraguay,1,"col : Rank | Nation | Gold | Silver | Bronze | Total
row 1 : 1 | Brazil | 13 | 18 | 12 | 43
row 2 : 2 | Argentina | 7 | 4 | 7 | 18
row 3 : 5 | Venezuela | 4 | 6 | 6 | 16
row 4 : 4 | Colombia | 5 | 5 | 4 | 14
row 5 : 3 | Chile | 7 | 2 | 3 | 12
row 6 : 6 | Uruguay | 1 | 1 | 0 | 2
row 7 : 8 | Panama | 0 | 0 | 2 | 2
row 8 : 8 | Bolivia | 0 | 0 | 2 | 2
row 9 : 7 | Peru | 0 | 1 | 0 | 1
row 10 : 10 | Paraguay | 0 | 0 | 1 | 1
","['f_select_row', ['row 9', 'row 10']]","f_sort_by(['Total']) -> f_select_row(['row 9', 'row 10']) -> "
csv/204-csv/232.csv,which countries won the least amount of medals?,Peru|Paraguay,2,"col : Rank | Nation | Gold | Silver | Bronze | Total
row 1 : 8 | Bolivia | 0 | 0 | 2 | 2
row 2 : 10 | Paraguay | 0 | 0 | 1 | 1
","['f_select_column', ['Nation', 'Total']]","f_sort_by(['Total']) -> f_select_row(['row 9', 'row 10']) -> f_select_column(['Nation', 'Total']) -> "
csv/204-csv/762.csv,what kind of power has the least amount of capacity in 2007?,Other renewables,0,"col : Unnamed: 0 | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012
row 1 : Hydro power | 1,150 | 1,161 | 1,171 | 1,247 | 1,281 | 1,293 | 1,316 | 1,326 | 1,357 | 1,379 | 1,382 | 1,401 | 1,584
row 2 : Thermal | 685 | 835 | 1,056 | 1,233 | 1,215 | 1,155 | 1,155 | 1,155 | 1,285 | 1,290 | 1,390 | 1,690 | 1,638
row 3 : Other renewables | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 15 | 45 | 50 | 90
row 4 : Total availability | 1,838 | 1,999 | 2,230 | 2,483 | 2,499 | 2,411 | 2,434 | 2,444 | 2,645 | 2,684 | 2,818 | 3,141 | 3,312
row 5 : Hydro power | 3,197 | 3,110 | 2,962 | 3,310 | 2,960 | 3,451 | 4,634 | 3,947 | 4,130 | 3,881 | 5,634 | 4,622 | 3,292
row 6 : Thermal | 3,485 | 3,407 | 3,201 | 4,298 | 5,080 | 5,314 | 4,751 | 5,864 | 5,763 | 5,975 | 4,995 | 6,785 | 8,339
row 7 : Other renewables | 3 | 3 | 4 | 3 | 3 | 5 | 4 | 4 | 8 | 27 | 86 | 121 | 169
row 8 : Total production | 6,685 | 6,520 | 6,167 | 7,611 | 8,043 | 8,770 | 9,389 | 9,815 | 9,901 | 9,883 | 10,715 | 11,528 | 11,800
","['f_select_column', ['Unnamed: 0', '2007']]","f_select_column(['Unnamed: 0', '2007']) -> "
csv/204-csv/762.csv,what kind of power has the least amount of capacity in 2007?,Other renewables,1,"col : Unnamed: 0 | 2007
row 1 : Hydro power | 1,326
row 2 : Thermal | 1,155
row 3 : Other renewables | 3
row 4 : Total availability | 2,444
row 5 : Hydro power | 3,947
row 6 : Thermal | 5,864
row 7 : Other renewables | 4
row 8 : Total production | 9,815
","['f_sort_by', ['2007']]","f_select_column(['Unnamed: 0', '2007']) -> f_sort_by(['2007']) -> "
csv/204-csv/762.csv,what kind of power has the least amount of capacity in 2007?,Other renewables,2,"col : Unnamed: 0 | 2007
row 1 : Total production | 9,815
row 2 : Thermal | 5,864
row 3 : Other renewables | 4
row 4 : Hydro power | 3,947
row 5 : Other renewables | 3
row 6 : Total availability | 2,444
row 7 : Hydro power | 1,326
row 8 : Thermal | 1,155
","['f_select_row', ['row 5']]","f_select_column(['Unnamed: 0', '2007']) -> f_sort_by(['2007']) -> f_select_row(['row 5']) -> "
csv/204-csv/60.csv,"if ordering political parties from the most representatives to the least, which would come first?",Sadiya,,,,
csv/204-csv/232.csv,which country scored the least medals?,Peru|Paraguay,0,"col : Rank | Nation | Gold | Silver | Bronze | Total
row 1 : 1 | Brazil | 13 | 18 | 12 | 43
row 2 : 2 | Argentina | 7 | 4 | 7 | 18
row 3 : 3 | Chile | 7 | 2 | 3 | 12
row 4 : 4 | Colombia | 5 | 5 | 4 | 14
row 5 : 5 | Venezuela | 4 | 6 | 6 | 16
row 6 : 6 | Uruguay | 1 | 1 | 0 | 2
row 7 : 7 | Peru | 0 | 1 | 0 | 1
row 8 : 8 | Panama | 0 | 0 | 2 | 2
row 9 : 8 | Bolivia | 0 | 0 | 2 | 2
row 10 : 10 | Paraguay | 0 | 0 | 1 | 1
","['f_sort_by', ['Total']]",f_sort_by(['Total']) -> 
